movie_rank,movie_title,year,director,synopsis,critic_id,star_rating,review_text,review_char_len,review_word_len,true_label,pred_label,pred_score,pred_label_thresh,review_len,review_word_count,emoji_count,has_emoji,caps_ratio,has_url,exclam_count,question_count,language,alpha_ratio,low_text_content
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",17,5.0,"Literally I just wanna kill myself by harakiri, because I have no words for this movie; this is just perfectly a masterpiece!",125,22,positive,positive,0.9112779498100281,positive,125,22,0,False,0.0297029702970297,False,1,0,en,0.808,False
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",18,4.5,this jidaigeki film is so beautifully shot—delightsome cinematography. the technicalities are so ahead of the time. plot is also captivating enough; it skillfully introduces you to the culture of japan back then. you can definitely see that this film serves as a major inspiration to a roster of contemporary filmmakers nowadays. i might watch some samurai films more because of this.,384,62,positive,positive,0.9791682958602905,positive,384,61,0,False,0.0,False,0,0,en,0.8255208333333334,False
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",19,5.0,This review may contain spoilers. I can handle the truth.  I actually thought Hanshiro Tsugumo would win the end battle.,120,20,positive,neutral,0.62562096118927,neutral,120,20,0,False,0.05154639175257732,False,0,0,en,0.8083333333333333,False
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",20,4.0,"100-word review: Rōnin Tsugumo requests to commit harakiri within the manor of a lord, who thinks he's being scammed. Kobayashi's Harakiri — the Letterbox top 250 number three — is a film I inexplicably forgot about having seen twice already, which I'm incredibly thankful for, considering whatever unfathomable reason made it not stick with me before certainly didn't rear its ugly head again. First time giving a samurai film such a positive score, chiefly for finely balancing familiar genre ideas with excellent storytelling, and for being both singularly poignant storywise, and singularly critical of the samurai honour culture, when compared to geo-historical contemporaries.",682,107,positive,positive,0.48021724820137024,neutral,682,103,0,False,0.014414414414414415,False,0,0,en,0.8137829912023461,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",1,5.0,as soon as this film ended i went online and enlisted in the US army. no child will ever suffer like this again on my watch,123,26,positive,negative,0.8841404914855957,negative,123,26,0,False,0.020618556701030927,False,0,0,en,0.7886178861788617,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",2,5.0,What a horrible nightmare!,26,4,positive,negative,0.9164532423019409,negative,26,4,0,False,0.045454545454545456,False,1,0,en,0.8461538461538461,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",3,4.5,(guy who's still buzzing from Spider-Man: Across the Spider-Verse) this is significantly less fun than Spider-Man: Across the Spider-Verse.,139,24,positive,negative,0.624919056892395,negative,139,19,0,False,0.09009009009009009,False,0,0,en,0.7985611510791367,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",4,5.0,apparently elem klimov wanted to name this film kill hitler and i think that's beautiful,88,16,positive,positive,0.8493090271949768,positive,88,15,0,False,0.0,False,0,0,en,0.8295454545454546,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",5,5.0,"100%, no doubt in my mind, this is the best film ever made. I cannot believe this is real, I'm so fucking glad I saw this in theaters.",134,29,positive,positive,0.9811927080154419,positive,134,28,0,False,0.030927835051546393,False,0,0,en,0.7238805970149254,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",6,5.0,Playing this at my grandma’s bingo party next week.,51,10,positive,neutral,0.644117534160614,neutral,51,9,0,False,0.024390243902439025,False,0,0,en,0.803921568627451,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",7,5.0,"An apocalyptic nightmare of pure brutalizing evil shot and sequenced in intimate, hyperreal historical detail. Unbearable extreme close-ups of its witnesses and beautiful roaming camera moves (ensuring we see even what the characters maybe miss) that in tandem form a series of vivid, unsparing, and surreal vignettes around the psychological experience of unimaginably barbaric horror being made tangible. You can practically smell the mud and fire and corpses, and just like the young boy in this film I too feel like I just aged 100 years in 2 hours.",553,90,positive,negative,0.6984955668449402,negative,553,89,0,False,0.011086474501108648,False,0,0,en,0.8155515370705244,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",8,5.0,One of the greatest films ever made. Period.,44,8,positive,positive,0.9593834280967712,positive,44,8,0,False,0.05714285714285714,False,0,0,en,0.7954545454545454,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",10,5.0,One can’t help but wonder what Taika Waititi would have done with this material,79,15,positive,neutral,0.7559597492218018,neutral,79,14,0,False,0.046153846153846156,False,0,0,en,0.8227848101265823,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",11,5.0,this makes other WWII movies look like a ride at disney world,61,12,positive,neutral,0.5680973529815674,neutral,61,12,0,False,0.08,False,0,0,en,0.819672131147541,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",12,5.0,"One of the more upsetting experiences I've had in a long time, and a true document of evil so disturbing, only human beings could fathom such horror. The fact everything on screen actually occurred on my planet is proof we're doomed as a species...eventually, maybe not in our lifetime.",286,52,positive,negative,0.9471945762634277,negative,286,49,0,False,0.013157894736842105,False,0,0,en,0.7972027972027972,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",13,5.0,"fuck.. this film was so difficult to watch but it needed to be made. i've never seen anything so brutal and devastating. and because of that i'll probably never watch it again..but you really only need to see it once, its unforgettable.",236,45,positive,negative,0.9240111112594604,negative,236,42,0,False,0.0,False,0,0,en,0.7838983050847458,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",14,5.0,Best war movie ever made.,25,5,positive,positive,0.9206260442733765,positive,25,5,0,False,0.05,False,0,0,af,0.8,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",15,5.0,An experience.,14,2,positive,positive,0.6038430333137512,positive,14,2,0,False,0.08333333333333333,False,0,0,fr,0.8571428571428571,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",16,5.0,"Come And See…? No thanks 🙈But for real, this film scarred me more than 90% of the horror films I’ve watched so far. It proves that we humans are far worse than we’ve actually thought.",183,37,positive,negative,0.9304528832435608,negative,183,35,1,True,0.050724637681159424,False,0,1,en,0.7540983606557377,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",17,5.0,"Years before the disintegration of the Soviet Union, the boundaries within the war genre are pushed one last time. So, even by the 80s, the WWII topic seemed overused, but the approach that Klimov had towards the psychological impact a human soul could possess over consciousness and rationality is breathtaking. Moreover, the last ""flashback"" montage is one of the most intense sequences you will be ever able to see. Instantly, Idi i Smotri belongs to a superior category of cinema with absolutely invigorating imagery and suicidal chaos. It's no joyous or action-oriented trip of entertainment: it is authentic horror, flawlessly filmed. Be prepared.99/100",659,107,positive,neutral,0.5562402606010437,neutral,659,103,0,False,0.02824858757062147,False,0,0,en,0.8057663125948407,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",18,5.0,makes Saving Private Ryan looks like a child movie,50,9,positive,negative,0.8463162779808044,negative,50,9,0,False,0.07142857142857142,False,0,0,et,0.84,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",19,5.0,"Seeing this in a theater with other people quietly sniffling during the ending and then everyone getting up to leave the theater in dead silence is an unforgettable experience, not ashamed to admit I was holding back tears during the final moments.",248,42,positive,positive,0.6434630751609802,positive,248,42,0,False,0.00975609756097561,False,0,0,en,0.8266129032258065,False
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",20,0.5,He looks like Ellen the generous,32,6,negative,neutral,0.6097414493560791,neutral,32,6,0,False,0.07407407407407407,False,0,0,af,0.84375,False
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",1,5.0,That was the best 1.5 hours of middle aged white dudes yelling at each other that I've ever seen.,97,21,positive,positive,0.5754155516624451,neutral,97,19,0,False,0.02702702702702703,False,0,0,en,0.7628865979381443,False
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",2,5.0,when they all start ignoring the racist... one of the best scenes in cinema history there is no reasonable doubt!,113,20,positive,positive,0.7487986087799072,positive,113,20,0,False,0.0,False,1,0,en,0.7964601769911505,False
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",3,4.0,the 3 best angry men1. henry fonda2. mustache 3. dude who doesn't sweat the 3 worst angry men1. the one who wants to go to his stupid baseball game shut the fuck up oh my god2. racist3. racist,192,39,positive,negative,0.846824049949646,negative,192,38,0,False,0.0,False,0,0,en,0.7291666666666666,False
