movie_rank,movie_title,year,director,synopsis,critic_id,star_rating,review_text,review_char_len,review_word_len
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",14,5.0,"The resolve of the broken in the face of expiry. A partition of prestige veils the sanctimonious. One man willing to sacrifice his life for his own personal cause; Hanshirō dedicated everything to a morality that ruthlessly betrayed him, and in setting out to take his revenge, he reveals the moral hypocrisies of Bushidō, which prove to be more damning to his antagonists than any amount of malefic bloodshed he could inflict.But blood will be spilled. It will rain crimson at the feet of their Gods, and no attempts at swift concealment can ever suture the gaping wounds revealed by the truth.",595,103
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",15,5.0,"How dare Masaki Kobayashi steal the climatic scene from Kill Bill without giving it credit? What a shameless man. This film should be avoided at all- just joking. Hara-kiri is japanese filmmaking at its best, fascinating use of lighting and music. 20 minutes in and I've already decided that this film is definitely going into my top 10 best films of all time list, exceeding both Seven Samurai and Rashomon. Going to give Takashi Miike's remake a try. I fucking love samurais, man.",482,86
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",16,4.0,"Great movie but every time they name-dropped the ""Sengoku clan"" all I could think about was the one and only Nadeko Sengoku from the Monogatari seriesEdit: here's another gif cause why not 😌",190,34
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",17,5.0,"Literally I just wanna kill myself by harakiri, because I have no words for this movie; this is just perfectly a masterpiece!",125,22
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",18,4.5,this jidaigeki film is so beautifully shot—delightsome cinematography. the technicalities are so ahead of the time. plot is also captivating enough; it skillfully introduces you to the culture of japan back then. you can definitely see that this film serves as a major inspiration to a roster of contemporary filmmakers nowadays. i might watch some samurai films more because of this.,384,62
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",19,5.0,This review may contain spoilers. I can handle the truth.  I actually thought Hanshiro Tsugumo would win the end battle.,120,20
0,Harakiri,1962,Masaki Kobayashi,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",20,4.0,"100-word review: Rōnin Tsugumo requests to commit harakiri within the manor of a lord, who thinks he's being scammed. Kobayashi's Harakiri — the Letterbox top 250 number three — is a film I inexplicably forgot about having seen twice already, which I'm incredibly thankful for, considering whatever unfathomable reason made it not stick with me before certainly didn't rear its ugly head again. First time giving a samurai film such a positive score, chiefly for finely balancing familiar genre ideas with excellent storytelling, and for being both singularly poignant storywise, and singularly critical of the samurai honour culture, when compared to geo-historical contemporaries.",682,107
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",1,5.0,as soon as this film ended i went online and enlisted in the US army. no child will ever suffer like this again on my watch,123,26
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",2,5.0,What a horrible nightmare!,26,4
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",3,4.5,(guy who's still buzzing from Spider-Man: Across the Spider-Verse) this is significantly less fun than Spider-Man: Across the Spider-Verse.,139,24
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",4,5.0,apparently elem klimov wanted to name this film kill hitler and i think that's beautiful,88,16
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",5,5.0,"100%, no doubt in my mind, this is the best film ever made. I cannot believe this is real, I'm so fucking glad I saw this in theaters.",134,29
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",6,5.0,Playing this at my grandma’s bingo party next week.,51,10
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",7,5.0,"An apocalyptic nightmare of pure brutalizing evil shot and sequenced in intimate, hyperreal historical detail. Unbearable extreme close-ups of its witnesses and beautiful roaming camera moves (ensuring we see even what the characters maybe miss) that in tandem form a series of vivid, unsparing, and surreal vignettes around the psychological experience of unimaginably barbaric horror being made tangible. You can practically smell the mud and fire and corpses, and just like the young boy in this film I too feel like I just aged 100 years in 2 hours.",553,90
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",8,5.0,One of the greatest films ever made. Period.,44,8
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",10,5.0,One can’t help but wonder what Taika Waititi would have done with this material,79,15
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",11,5.0,this makes other WWII movies look like a ride at disney world,61,12
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",12,5.0,"One of the more upsetting experiences I've had in a long time, and a true document of evil so disturbing, only human beings could fathom such horror. The fact everything on screen actually occurred on my planet is proof we're doomed as a species...eventually, maybe not in our lifetime.",286,52
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",13,5.0,"fuck.. this film was so difficult to watch but it needed to be made. i've never seen anything so brutal and devastating. and because of that i'll probably never watch it again..but you really only need to see it once, its unforgettable.",236,45
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",14,5.0,Best war movie ever made.,25,5
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",15,5.0,An experience.,14,2
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",16,5.0,"Come And See…? No thanks 🙈But for real, this film scarred me more than 90% of the horror films I’ve watched so far. It proves that we humans are far worse than we’ve actually thought.",183,37
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",17,5.0,"Years before the disintegration of the Soviet Union, the boundaries within the war genre are pushed one last time. So, even by the 80s, the WWII topic seemed overused, but the approach that Klimov had towards the psychological impact a human soul could possess over consciousness and rationality is breathtaking. Moreover, the last ""flashback"" montage is one of the most intense sequences you will be ever able to see. Instantly, Idi i Smotri belongs to a superior category of cinema with absolutely invigorating imagery and suicidal chaos. It's no joyous or action-oriented trip of entertainment: it is authentic horror, flawlessly filmed. Be prepared.99/100",659,107
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",18,5.0,makes Saving Private Ryan looks like a child movie,50,9
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",19,5.0,"Seeing this in a theater with other people quietly sniffling during the ending and then everyone getting up to leave the theater in dead silence is an unforgettable experience, not ashamed to admit I was holding back tears during the final moments.",248,42
1,Come and See,1985,Elem Klimov,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",20,0.5,He looks like Ellen the generous,32,6
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",1,5.0,That was the best 1.5 hours of middle aged white dudes yelling at each other that I've ever seen.,97,21
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",2,5.0,when they all start ignoring the racist... one of the best scenes in cinema history there is no reasonable doubt!,113,20
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",3,4.0,the 3 best angry men1. henry fonda2. mustache 3. dude who doesn't sweat the 3 worst angry men1. the one who wants to go to his stupid baseball game shut the fuck up oh my god2. racist3. racist,192,39
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",4,4.5,"funny how a b&w studio film from the 50s that takes place all in one room directly addressed systemic racism, xenophobia, and toxic masculinity better than most movies coming out now",182,32
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",5,5.0,it's unbelievable how many times i started counting these angry men when they were all in the same shot. newsflash: they were always 12,135,25
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",6,5.0,Someone's gotta make an edit of this movie where they add Ace Attorney music and sound effects,94,18
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",7,5.0,A new favorite. I feel dumb trying to summarize what I loved about an already established masterpiece because I know so many others have done so much better. All I’ll say is that it’s perfect in pretty much every way. A film that does literally no wrong and goes above and beyond what it needed to do. Gonna watch it again as soon as I get through these next 10 films.MASTAPIECE,378,74
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",8,5.0,literally cheered when all 12 men became angry,46,8
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",9,5.0,"Absolutely one of the best classics. It's strange to describe a film taking place almost entirely in one room as thrilling, but 12 Angry Men was. As was it gripping and terrifically acted. I'm rarely so engrossed in classic, all-dialogue, black and white films, but 12 Angry Men is an exception, and an exceptional one.",319,58
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",10,4.0,i never thought i'd be so thrilled to see a bunch of white men arguing for an hour and a half,93,22
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",11,5.0,guess you could say that I couldn't be any fonda of this film,61,14
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",12,3.5,"loved this reference to veronica mars season 2 episode 10 ""one angry veronica""",78,13
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",13,5.0,I've never had Jury duty but I'm pretty sure this sets up a completely unrealistic standard for how exciting it would be.,121,24
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",14,5.0,"Oh, you love 12 Angry Men? Name every angry man.",48,10
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",15,5.0,"watched at an open air movie theatre. when you have watched a movie three months ago for the first time and watching it again, this time on the big screen, three months later, remembering most of the details, and still being glued to the screen... you know something has been done right",286,52
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",16,4.0,Guilty……. Of being a good ass movie,35,7
2,12 Angry Men,1957,Sidney Lumet,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",17,5.0,A five-star film in a single room.,34,8
